epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,328.034,0.47783,0.46274,0.91384,0.68753,0.81434,0.83094,0.79007,0.38404,0.94223,0.86063,0.00121411,0.00121411,0.00121411
60,333.552,0.46206,0.50174,0.9216,0.58741,0.73077,0.68876,0.63786,0.42365,1.28556,0.87081,0.00121349,0.00121349,0.00121349
61,338.643,0.49622,0.50189,0.92755,0.79035,0.80376,0.82071,0.7874,0.3714,1.0027,0.85763,0.00121287,0.00121287,0.00121287
62,343.51,0.46507,0.46113,0.89979,0.75029,0.83501,0.86007,0.81262,0.39787,0.87095,0.87222,0.00121226,0.00121226,0.00121226
63,349.184,0.50167,0.48282,0.92481,0.75014,0.77863,0.85639,0.82054,0.37851,0.84717,0.86654,0.00121164,0.00121164,0.00121164
64,353.974,0.44842,0.43988,0.89442,0.75969,0.77308,0.83292,0.77321,0.42772,0.89358,0.88723,0.00121102,0.00121102,0.00121102
65,358.987,0.46687,0.39847,0.91463,0.67809,0.76523,0.7871,0.7449,0.42149,1.03116,0.89017,0.0012104,0.0012104,0.0012104
66,365.691,0.45975,0.50045,0.92412,0.6346,0.74231,0.76907,0.7148,0.42946,1.23615,0.90349,0.00120978,0.00120978,0.00120978
67,370.306,0.46462,0.46394,0.94081,0.72558,0.75956,0.80459,0.7728,0.38436,1.11287,0.8803,0.00120916,0.00120916,0.00120916
68,375.633,0.45142,0.42458,0.91148,0.70684,0.85453,0.84746,0.80433,0.38641,0.99825,0.87659,0.00120854,0.00120854,0.00120854
69,380.797,0.43914,0.45456,0.90284,0.6619,0.76809,0.81306,0.75609,0.42694,0.94963,0.89801,0.00120793,0.00120793,0.00120793
70,385.845,0.47163,0.39302,0.93254,0.72495,0.69996,0.79729,0.75805,0.40623,0.92893,0.87904,0.00120731,0.00120731,0.00120731
71,391.986,0.46886,0.4926,0.90393,0.6964,0.83892,0.83094,0.78554,0.38446,1.02851,0.89092,0.00120669,0.00120669,0.00120669
72,396.913,0.43845,0.41043,0.90081,0.68849,0.77502,0.77675,0.71945,0.44958,1.06168,0.91117,0.00120607,0.00120607,0.00120607
73,402.154,0.47472,0.4642,0.94245,0.69978,0.72678,0.7724,0.71759,0.45141,1.10442,0.91755,0.00120545,0.00120545,0.00120545
