epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,478.015,0.38462,0.38561,0.84489,0.73501,0.74574,0.76607,0.72549,0.38204,1.10634,0.84431,0.00110521,0.00110521,0.00110521
119,481.311,0.42895,0.43292,0.85809,0.60513,0.80069,0.77606,0.71831,0.39739,1.13596,0.85116,0.00110397,0.00110397,0.00110397
120,485.699,0.41062,0.38602,0.86139,0.58106,0.87659,0.79152,0.74112,0.41868,0.99646,0.85675,0.00110274,0.00110274,0.00110274
121,489.568,0.41396,0.39882,0.84927,0.57972,0.83618,0.79333,0.74113,0.41665,1.00969,0.85453,0.0011015,0.0011015,0.0011015
122,492.851,0.38929,0.40586,0.84103,0.67731,0.76764,0.74807,0.69931,0.41355,1.16491,0.85749,0.00110026,0.00110026,0.00110026
123,496.711,0.42804,0.45053,0.86466,0.67821,0.78016,0.72348,0.67819,0.3835,1.10716,0.85181,0.00109903,0.00109903,0.00109903
124,501.499,0.4224,0.44643,0.86112,0.62133,0.84457,0.75913,0.70874,0.4072,0.85638,0.85231,0.00109779,0.00109779,0.00109779
125,504.919,0.39056,0.39811,0.84099,0.77294,0.68993,0.8103,0.75869,0.41724,0.86301,0.85679,0.00109655,0.00109655,0.00109655
126,508.427,0.40741,0.39237,0.86735,0.59872,0.84667,0.82084,0.76973,0.42008,1.06275,0.85287,0.00109531,0.00109531,0.00109531
127,512.148,0.41626,0.42615,0.85929,0.72359,0.73059,0.83057,0.77454,0.40442,1.10112,0.85928,0.00109408,0.00109408,0.00109408
128,516.397,0.41282,0.45465,0.83972,0.76783,0.76573,0.80433,0.74668,0.39395,0.90643,0.85071,0.00109284,0.00109284,0.00109284
129,519.902,0.3969,0.39198,0.84481,0.84187,0.80261,0.87502,0.82212,0.38032,0.67062,0.84848,0.0010916,0.0010916,0.0010916
130,523.331,0.39648,0.38256,0.8488,0.7616,0.82211,0.87613,0.82091,0.37942,0.65074,0.84701,0.00109036,0.00109036,0.00109036
131,527.357,0.38177,0.3817,0.84192,0.82551,0.77203,0.82979,0.75646,0.39302,0.83463,0.84651,0.00108913,0.00108913,0.00108913
132,532.012,0.40354,0.44158,0.84571,0.85329,0.6884,0.81532,0.74858,0.38609,0.95904,0.8364,0.00108789,0.00108789,0.00108789
133,535.221,0.41614,0.41297,0.85851,0.59988,0.80671,0.76413,0.70958,0.38638,1.06382,0.83865,0.00108665,0.00108665,0.00108665
134,538.641,0.39099,0.37935,0.86004,0.82065,0.66223,0.79128,0.73885,0.37591,0.90363,0.84018,0.00108541,0.00108541,0.00108541
135,543.518,0.4085,0.4159,0.86304,0.6627,0.79852,0.80284,0.75221,0.4015,1.06631,0.84636,0.00108417,0.00108417,0.00108417
136,547.016,0.41293,0.41188,0.85475,0.69549,0.73318,0.73815,0.70208,0.39364,1.24875,0.84516,0.00108294,0.00108294,0.00108294
137,550.454,0.404,0.40052,0.85483,0.67199,0.77917,0.77935,0.73903,0.38196,1.10249,0.8473,0.0010817,0.0010817,0.0010817
138,553.914,0.39463,0.38765,0.84925,0.72353,0.79565,0.86519,0.80986,0.37917,0.89336,0.84219,0.00108046,0.00108046,0.00108046
139,558.691,0.37284,0.3623,0.84096,0.72725,0.79722,0.84587,0.78745,0.42435,0.91885,0.85103,0.00107923,0.00107923,0.00107923
140,562.318,0.40946,0.38213,0.85615,0.72777,0.74196,0.8403,0.78356,0.36897,0.85425,0.83607,0.00107799,0.00107799,0.00107799
141,565.358,0.41496,0.42766,0.86407,0.77263,0.82472,0.80577,0.75218,0.39678,0.74381,0.84658,0.00107675,0.00107675,0.00107675
142,569.235,0.39175,0.373,0.84526,0.78348,0.82984,0.81185,0.75319,0.38976,0.71652,0.84009,0.00107551,0.00107551,0.00107551
143,573.797,0.40008,0.37396,0.8515,0.81942,0.85044,0.83105,0.77938,0.36682,0.61574,0.84246,0.00107427,0.00107427,0.00107427
144,577.379,0.3766,0.3749,0.84942,0.75289,0.80694,0.73573,0.69614,0.36785,0.91366,0.84772,0.00107304,0.00107304,0.00107304
145,580.748,0.40692,0.36749,0.85562,0.8002,0.78018,0.72579,0.68539,0.36006,0.99479,0.849,0.0010718,0.0010718,0.0010718
146,584.658,0.37158,0.39221,0.84701,0.72143,0.85165,0.76016,0.71693,0.36264,0.78146,0.84181,0.00107056,0.00107056,0.00107056
147,589.101,0.38048,0.38007,0.84409,0.69422,0.88089,0.81989,0.77278,0.38499,0.72365,0.84676,0.00106933,0.00106933,0.00106933
148,592.699,0.40529,0.42598,0.86725,0.80937,0.74167,0.81933,0.77124,0.35081,0.82666,0.83779,0.00106809,0.00106809,0.00106809
149,595.868,0.3979,0.39244,0.85012,0.8136,0.61851,0.76727,0.71964,0.3589,0.92696,0.84628,0.00106685,0.00106685,0.00106685
150,600.596,0.38168,0.37837,0.85155,0.71399,0.69743,0.78091,0.73507,0.35861,1.06247,0.83753,0.00106561,0.00106561,0.00106561
151,604.443,0.38052,0.37893,0.8554,0.62756,0.81957,0.80134,0.74553,0.38674,0.93865,0.84273,0.00106437,0.00106437,0.00106437
152,607.981,0.37158,0.35484,0.83252,0.71918,0.86444,0.84318,0.79626,0.38019,0.77068,0.84501,0.00106314,0.00106314,0.00106314
153,611.462,0.3892,0.36621,0.83807,0.73738,0.79312,0.83406,0.78534,0.3586,0.89497,0.84239,0.0010619,0.0010619,0.0010619
154,616.237,0.41276,0.37817,0.87652,0.75356,0.80069,0.83785,0.79261,0.34431,1.04279,0.83524,0.00106066,0.00106066,0.00106066
155,619.874,0.39862,0.3976,0.85774,0.76238,0.73557,0.79475,0.77321,0.34176,1.09164,0.83389,0.00105942,0.00105942,0.00105942
156,623.285,0.40146,0.40011,0.87441,0.66908,0.77345,0.80451,0.76309,0.40604,1.22273,0.85915,0.00105819,0.00105819,0.00105819
157,626.972,0.40439,0.38514,0.87294,0.64643,0.78793,0.75543,0.70518,0.41182,1.21133,0.85991,0.00105695,0.00105695,0.00105695
